,km_sq,Presence,easting,northing,X,Y,Species
1045,NN2179,Present,221500,779500,-4.930412695,56.87245869,Chequered Skipper
1048,NN2281,Present,222500,781500,-4.915426858,56.89078578,Chequered Skipper
1053,NN2379,Present,223500,779500,-4.897644995,56.87322369,Chequered Skipper
1054,NN2381,Present,223500,781500,-4.899034973,56.89116747,Chequered Skipper
1055,NN2382,Present,223500,782500,-4.899730569,56.90013933,Chequered Skipper
1057,NN2479,Present,224500,779500,-4.881260538,56.87360296,Chequered Skipper
1058,NN2481,Present,224500,781500,-4.882642684,56.891547,Chequered Skipper
1063,NN2580,Present,225500,780500,-4.865562636,56.88295225,Chequered Skipper
1071,NN2780,Present,227500,780500,-4.832783892,56.88370032,Chequered Skipper
1072,NN2781,Present,227500,781500,-4.833463413,56.89267272,Chequered Skipper
1074,NN2798,Present,227500,798500,-4.84507599,57.04520062,Chequered Skipper
1075,NN2880,Present,228500,780500,-4.816393927,56.88407114,Chequered Skipper
1077,NN2980,Present,229500,780500,-4.800003569,56.8844398,Chequered Skipper
1086,NN3578,Present,235500,778500,-4.700358106,56.86865986,Chequered Skipper
1087,NN3679,Present,236500,779500,-4.684616392,56.87798678,Chequered Skipper
